# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-02-11 13:56:55 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01622000 NORTH RIVER NEAR BURKETOWN, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01622000
#            TS   parameter     statistic     Description
#        144616       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	144616_00060_00003	144616_00060_00003_cd
USGS	01622000	2016-07-30	243	A
USGS	01622000	2016-07-31	275	A
USGS	01622000	2016-08-01	287	A
USGS	01622000	2016-08-02	232	A
USGS	01622000	2016-08-03	269	A
USGS	01622000	2016-08-04	243	A
USGS	01622000	2016-08-05	210	A
USGS	01622000	2016-08-06	202	A
USGS	01622000	2016-08-07	226	A
USGS	01622000	2016-08-08	193	A
USGS	01622000	2016-08-09	187	A
USGS	01622000	2016-08-10	175	A
USGS	01622000	2016-08-11	165	A
USGS	01622000	2016-08-12	159	A
USGS	01622000	2016-08-13	154	A
USGS	01622000	2016-08-14	146	A
USGS	01622000	2016-08-15	155	A
USGS	01622000	2016-08-16	226	A
USGS	01622000	2016-08-17	176	A
USGS	01622000	2016-08-18	241	A
USGS	01622000	2016-08-19	195	A
USGS	01622000	2016-08-20	177	A
USGS	01622000	2016-08-21	172	A
USGS	01622000	2016-08-22	167	A
USGS	01622000	2016-08-23	160	A
USGS	01622000	2016-08-24	155	A
USGS	01622000	2016-08-25	147	A
USGS	01622000	2016-08-26	142	A
USGS	01622000	2016-08-27	134	A
USGS	01622000	2016-08-28	129	A
USGS	01622000	2016-08-29	128	A
USGS	01622000	2016-08-30	128	A
USGS	01622000	2016-08-31	140	A
USGS	01622000	2016-09-01	131	A
USGS	01622000	2016-09-02	127	A
USGS	01622000	2016-09-03	119	A
USGS	01622000	2016-09-04	114	A
USGS	01622000	2016-09-05	114	A
USGS	01622000	2016-09-06	111	A
USGS	01622000	2016-09-07	114	A
USGS	01622000	2016-09-08	112	A
USGS	01622000	2016-09-09	111	A
USGS	01622000	2016-09-10	108	A
USGS	01622000	2016-09-11	102	A
USGS	01622000	2016-09-12	102	A
USGS	01622000	2016-09-13	103	A
USGS	01622000	2016-09-14	101	A
USGS	01622000	2016-09-15	99.1	A
USGS	01622000	2016-09-16	102	A
USGS	01622000	2016-09-17	99.4	A
USGS	01622000	2016-09-18	95.1	A
USGS	01622000	2016-09-19	156	A
USGS	01622000	2016-09-20	118	A
USGS	01622000	2016-09-21	110	A
USGS	01622000	2016-09-22	106	A
USGS	01622000	2016-09-23	101	A
USGS	01622000	2016-09-24	94.7	A
USGS	01622000	2016-09-25	96.9	A
USGS	01622000	2016-09-26	102	A
USGS	01622000	2016-09-27	109	A
USGS	01622000	2016-09-28	101	A
USGS	01622000	2016-09-29	181	A
USGS	01622000	2016-09-30	149	A
USGS	01622000	2016-10-01	215	A
USGS	01622000	2016-10-02	138	A
USGS	01622000	2016-10-03	124	A
USGS	01622000	2016-10-04	122	A
USGS	01622000	2016-10-05	118	A
USGS	01622000	2016-10-06	117	A
USGS	01622000	2016-10-07	115	A
USGS	01622000	2016-10-08	147	A
USGS	01622000	2016-10-09	148	A
USGS	01622000	2016-10-10	131	A
USGS	01622000	2016-10-11	124	A
USGS	01622000	2016-10-12	129	A
USGS	01622000	2016-10-13	134	A
USGS	01622000	2016-10-14	123	A
USGS	01622000	2016-10-15	115	A
USGS	01622000	2016-10-16	113	A
USGS	01622000	2016-10-17	114	A
USGS	01622000	2016-10-18	114	A
USGS	01622000	2016-10-19	104	A
USGS	01622000	2016-10-20	102	A
USGS	01622000	2016-10-21	104	A
USGS	01622000	2016-10-22	111	A
USGS	01622000	2016-10-23	102	A
USGS	01622000	2016-10-24	100	A
USGS	01622000	2016-10-25	98.2	A
USGS	01622000	2016-10-26	97.7	A
USGS	01622000	2016-10-27	97.6	A
USGS	01622000	2016-10-28	95.4	A
USGS	01622000	2016-10-29	91.8	A
USGS	01622000	2016-10-30	88.0	A
USGS	01622000	2016-10-31	89.7	A
USGS	01622000	2016-11-01	94.7	A
USGS	01622000	2016-11-02	94.4	A
USGS	01622000	2016-11-03	94.7	A
USGS	01622000	2016-11-04	95.6	A
USGS	01622000	2016-11-05	95.7	A
USGS	01622000	2016-11-06	93.1	A
USGS	01622000	2016-11-07	95.1	A
USGS	01622000	2016-11-08	94.3	A
USGS	01622000	2016-11-09	95.8	A
USGS	01622000	2016-11-10	95.9	A
USGS	01622000	2016-11-11	96.7	A
USGS	01622000	2016-11-12	93.0	A
USGS	01622000	2016-11-13	92.8	A
USGS	01622000	2016-11-14	96.4	A
USGS	01622000	2016-11-15	97.8	A
USGS	01622000	2016-11-16	96.9	A
USGS	01622000	2016-11-17	94.8	A
USGS	01622000	2016-11-18	96.3	A
USGS	01622000	2016-11-19	93.0	A
USGS	01622000	2016-11-20	89.3	A
USGS	01622000	2016-11-21	94.6	A
USGS	01622000	2016-11-22	94.4	A
USGS	01622000	2016-11-23	91.8	A
USGS	01622000	2016-11-24	90.6	A
USGS	01622000	2016-11-25	89.2	A
USGS	01622000	2016-11-26	91.1	A
USGS	01622000	2016-11-27	90.4	A
USGS	01622000	2016-11-28	92.9	A
USGS	01622000	2016-11-29	113	A
USGS	01622000	2016-11-30	297	A
USGS	01622000	2016-12-01	312	A
USGS	01622000	2016-12-02	167	A
USGS	01622000	2016-12-03	145	A
USGS	01622000	2016-12-04	134	A
USGS	01622000	2016-12-05	133	A
USGS	01622000	2016-12-06	191	A
USGS	01622000	2016-12-07	225	A
USGS	01622000	2016-12-08	170	A
USGS	01622000	2016-12-09	156	A
USGS	01622000	2016-12-10	150	A
USGS	01622000	2016-12-11	143	A
USGS	01622000	2016-12-12	147	A
USGS	01622000	2016-12-13	144	A
USGS	01622000	2016-12-14	141	A
USGS	01622000	2016-12-15	140	A
USGS	01622000	2016-12-16	137	A
USGS	01622000	2016-12-17	137	A
USGS	01622000	2016-12-18	131	A
USGS	01622000	2016-12-19	128	A
USGS	01622000	2016-12-20	129	A
USGS	01622000	2016-12-21	125	A
USGS	01622000	2016-12-22	121	A
USGS	01622000	2016-12-23	119	A
USGS	01622000	2016-12-24	119	A
USGS	01622000	2016-12-25	119	A
USGS	01622000	2016-12-26	116	A
USGS	01622000	2016-12-27	119	A
USGS	01622000	2016-12-28	119	A
USGS	01622000	2016-12-29	120	A
USGS	01622000	2016-12-30	118	A
USGS	01622000	2016-12-31	111	A
USGS	01622000	2017-01-01	113	A
USGS	01622000	2017-01-02	112	A
USGS	01622000	2017-01-03	193	A
USGS	01622000	2017-01-04	191	A
USGS	01622000	2017-01-05	221	A
USGS	01622000	2017-01-06	213	A
USGS	01622000	2017-01-07	204	A
USGS	01622000	2017-01-08	191	A
USGS	01622000	2017-01-09	183	A
USGS	01622000	2017-01-10	180	A
USGS	01622000	2017-01-11	175	A
USGS	01622000	2017-01-12	172	A
USGS	01622000	2017-01-13	166	A
USGS	01622000	2017-01-14	178	A
USGS	01622000	2017-01-15	180	A
USGS	01622000	2017-01-16	189	A
USGS	01622000	2017-01-17	200	A
USGS	01622000	2017-01-18	215	A
USGS	01622000	2017-01-19	213	A
USGS	01622000	2017-01-20	214	A
USGS	01622000	2017-01-21	218	A
USGS	01622000	2017-01-22	216	A
USGS	01622000	2017-01-23	640	A
USGS	01622000	2017-01-24	1820	A
USGS	01622000	2017-01-25	1340	A
USGS	01622000	2017-01-26	1040	A
USGS	01622000	2017-01-27	804	A
USGS	01622000	2017-01-28	630	A
USGS	01622000	2017-01-29	517	A
USGS	01622000	2017-01-30	435	A
USGS	01622000	2017-01-31	371	A
USGS	01622000	2017-02-01	318	A
USGS	01622000	2017-02-02	283	A
USGS	01622000	2017-02-03	255	A
USGS	01622000	2017-02-04	233	A
USGS	01622000	2017-02-05	217	A
USGS	01622000	2017-02-06	204	A
USGS	01622000	2017-02-07	196	A
USGS	01622000	2017-02-08	190	A
USGS	01622000	2017-02-09	186	A
USGS	01622000	2017-02-10	176	A
USGS	01622000	2017-02-11	172	A
USGS	01622000	2017-02-12	165	A
USGS	01622000	2017-02-13	160	A
USGS	01622000	2017-02-14	158	A
USGS	01622000	2017-02-15	155	A
USGS	01622000	2017-02-16	149	A
USGS	01622000	2017-02-17	146	A
USGS	01622000	2017-02-18	142	A
USGS	01622000	2017-02-19	137	A
USGS	01622000	2017-02-20	135	A
USGS	01622000	2017-02-21	134	A
USGS	01622000	2017-02-22	131	A
USGS	01622000	2017-02-23	130	A
USGS	01622000	2017-02-24	127	A
USGS	01622000	2017-02-25	125	A
USGS	01622000	2017-02-26	119	A
USGS	01622000	2017-02-27	121	A
USGS	01622000	2017-02-28	125	A
USGS	01622000	2017-03-01	137	A
USGS	01622000	2017-03-02	129	A
USGS	01622000	2017-03-03	118	A
USGS	01622000	2017-03-04	114	A
USGS	01622000	2017-03-05	113	A
USGS	01622000	2017-03-06	113	A
USGS	01622000	2017-03-07	113	A
USGS	01622000	2017-03-08	115	A
USGS	01622000	2017-03-09	111	A
USGS	01622000	2017-03-10	108	A
USGS	01622000	2017-03-11	106	A
USGS	01622000	2017-03-12	103	A
USGS	01622000	2017-03-13	107	A
USGS	01622000	2017-03-14	118	A
USGS	01622000	2017-03-15	120	A
USGS	01622000	2017-03-16	114	A
USGS	01622000	2017-03-17	110	A
USGS	01622000	2017-03-18	114	A
USGS	01622000	2017-03-19	114	A
USGS	01622000	2017-03-20	122	A
USGS	01622000	2017-03-21	144	A
USGS	01622000	2017-03-22	151	A
USGS	01622000	2017-03-23	155	A
USGS	01622000	2017-03-24	164	A
USGS	01622000	2017-03-25	178	A
USGS	01622000	2017-03-26	180	A
USGS	01622000	2017-03-27	198	A
USGS	01622000	2017-03-28	223	A
USGS	01622000	2017-03-29	232	A
USGS	01622000	2017-03-30	230	A
USGS	01622000	2017-03-31	347	A
USGS	01622000	2017-04-01	734	A
USGS	01622000	2017-04-02	875	A
USGS	01622000	2017-04-03	794	A
USGS	01622000	2017-04-04	829	A
USGS	01622000	2017-04-05	736	A
USGS	01622000	2017-04-06	707	A
USGS	01622000	2017-04-07	686	A
USGS	01622000	2017-04-08	621	A
USGS	01622000	2017-04-09	552	A
USGS	01622000	2017-04-10	490	A
USGS	01622000	2017-04-11	429	A
USGS	01622000	2017-04-12	375	A
USGS	01622000	2017-04-13	329	A
USGS	01622000	2017-04-14	290	A
USGS	01622000	2017-04-15	263	A
USGS	01622000	2017-04-16	247	A
USGS	01622000	2017-04-17	243	A
USGS	01622000	2017-04-18	224	A
USGS	01622000	2017-04-19	208	A
USGS	01622000	2017-04-20	219	A
USGS	01622000	2017-04-21	213	A
USGS	01622000	2017-04-22	219	A
USGS	01622000	2017-04-23	256	A
USGS	01622000	2017-04-24	448	A
USGS	01622000	2017-04-25	1160	A
USGS	01622000	2017-04-26	1360	A
USGS	01622000	2017-04-27	1200	A
USGS	01622000	2017-04-28	960	A
USGS	01622000	2017-04-29	743	A
USGS	01622000	2017-04-30	584	A
USGS	01622000	2017-05-01	486	A
USGS	01622000	2017-05-02	420	A
USGS	01622000	2017-05-03	351	A
USGS	01622000	2017-05-04	306	A
USGS	01622000	2017-05-05	2190	A
USGS	01622000	2017-05-06	2580	A
USGS	01622000	2017-05-07	1740	A
USGS	01622000	2017-05-08	1280	A
USGS	01622000	2017-05-09	953	A
USGS	01622000	2017-05-10	707	A
USGS	01622000	2017-05-11	585	A
USGS	01622000	2017-05-12	538	A
USGS	01622000	2017-05-13	873	A
USGS	01622000	2017-05-14	1030	A
USGS	01622000	2017-05-15	923	A
USGS	01622000	2017-05-16	747	A
USGS	01622000	2017-05-17	598	A
USGS	01622000	2017-05-18	483	A
USGS	01622000	2017-05-19	398	A
USGS	01622000	2017-05-20	373	A
USGS	01622000	2017-05-21	342	A
USGS	01622000	2017-05-22	325	A
USGS	01622000	2017-05-23	299	A
USGS	01622000	2017-05-24	491	A
USGS	01622000	2017-05-25	4980	A
USGS	01622000	2017-05-26	3660	A
USGS	01622000	2017-05-27	2230	A
USGS	01622000	2017-05-28	1530	A
USGS	01622000	2017-05-29	1340	A
USGS	01622000	2017-05-30	1030	A
USGS	01622000	2017-05-31	805	A
USGS	01622000	2017-06-01	643	A
USGS	01622000	2017-06-02	521	A
USGS	01622000	2017-06-03	434	A
USGS	01622000	2017-06-04	368	A
USGS	01622000	2017-06-05	333	A
USGS	01622000	2017-06-06	309	A
USGS	01622000	2017-06-07	274	A
USGS	01622000	2017-06-08	257	A
USGS	01622000	2017-06-09	233	A
USGS	01622000	2017-06-10	208	A
USGS	01622000	2017-06-11	190	A
USGS	01622000	2017-06-12	182	A
USGS	01622000	2017-06-13	172	A
USGS	01622000	2017-06-14	171	A
USGS	01622000	2017-06-15	164	A
USGS	01622000	2017-06-16	347	A
USGS	01622000	2017-06-17	294	A
USGS	01622000	2017-06-18	254	A
USGS	01622000	2017-06-19	272	A
USGS	01622000	2017-06-20	239	A
USGS	01622000	2017-06-21	207	A
USGS	01622000	2017-06-22	192	A
USGS	01622000	2017-06-23	181	A
USGS	01622000	2017-06-24	173	A
USGS	01622000	2017-06-25	158	A
USGS	01622000	2017-06-26	151	A
USGS	01622000	2017-06-27	144	A
USGS	01622000	2017-06-28	136	A
USGS	01622000	2017-06-29	130	A
USGS	01622000	2017-06-30	127	A
USGS	01622000	2017-07-01	121	A
USGS	01622000	2017-07-02	117	A
USGS	01622000	2017-07-03	115	A
USGS	01622000	2017-07-04	109	A
USGS	01622000	2017-07-05	128	A
USGS	01622000	2017-07-06	217	A
USGS	01622000	2017-07-07	184	A
USGS	01622000	2017-07-08	141	A
USGS	01622000	2017-07-09	135	A
USGS	01622000	2017-07-10	129	A
USGS	01622000	2017-07-11	125	A
USGS	01622000	2017-07-12	118	A
USGS	01622000	2017-07-13	110	A
USGS	01622000	2017-07-14	110	A
USGS	01622000	2017-07-15	107	A
USGS	01622000	2017-07-16	99.4	A
USGS	01622000	2017-07-17	98.8	A
USGS	01622000	2017-07-18	132	A
USGS	01622000	2017-07-19	292	A
USGS	01622000	2017-07-20	125	A
USGS	01622000	2017-07-21	124	A
USGS	01622000	2017-07-22	127	A
USGS	01622000	2017-07-23	123	A
USGS	01622000	2017-07-24	112	A
USGS	01622000	2017-07-25	103	A
USGS	01622000	2017-07-26	99.7	A
USGS	01622000	2017-07-27	97.0	A
USGS	01622000	2017-07-28	464	A
USGS	01622000	2017-07-29	1050	A
USGS	01622000	2017-07-30	321	A
USGS	01622000	2017-07-31	232	A
USGS	01622000	2017-08-01	200	A
USGS	01622000	2017-08-02	180	A
USGS	01622000	2017-08-03	169	A
USGS	01622000	2017-08-04	156	A
USGS	01622000	2017-08-05	145	A
USGS	01622000	2017-08-06	135	A
USGS	01622000	2017-08-07	498	A
USGS	01622000	2017-08-08	250	A
USGS	01622000	2017-08-09	177	A
USGS	01622000	2017-08-10	157	A
USGS	01622000	2017-08-11	146	A
USGS	01622000	2017-08-12	153	A
USGS	01622000	2017-08-13	148	A
USGS	01622000	2017-08-14	133	A
USGS	01622000	2017-08-15	134	A
USGS	01622000	2017-08-16	129	A
USGS	01622000	2017-08-17	125	A
USGS	01622000	2017-08-18	120	A
USGS	01622000	2017-08-19	116	A
USGS	01622000	2017-08-20	109	A
USGS	01622000	2017-08-21	110	A
USGS	01622000	2017-08-22	107	A
USGS	01622000	2017-08-23	103	A
USGS	01622000	2017-08-24	99.8	A
USGS	01622000	2017-08-25	97.3	A
USGS	01622000	2017-08-26	92.3	A
USGS	01622000	2017-08-27	90.8	A
USGS	01622000	2017-08-28	92.8	A
USGS	01622000	2017-08-29	137	A
USGS	01622000	2017-08-30	108	A
USGS	01622000	2017-08-31	98.2	A
USGS	01622000	2017-09-01	98.3	A
USGS	01622000	2017-09-02	113	A
USGS	01622000	2017-09-03	101	A
USGS	01622000	2017-09-04	97.5	A
USGS	01622000	2017-09-05	94.1	A
USGS	01622000	2017-09-06	108	A
USGS	01622000	2017-09-07	108	A
USGS	01622000	2017-09-08	96.2	A
USGS	01622000	2017-09-09	90.5	A
USGS	01622000	2017-09-10	87.7	A
USGS	01622000	2017-09-11	87.2	A
USGS	01622000	2017-09-12	88.8	A
USGS	01622000	2017-09-13	87.7	A
USGS	01622000	2017-09-14	87.2	A
USGS	01622000	2017-09-15	84.8	A
USGS	01622000	2017-09-16	80.3	A
USGS	01622000	2017-09-17	79.7	A
USGS	01622000	2017-09-18	83.5	A
USGS	01622000	2017-09-19	82.7	A
USGS	01622000	2017-09-20	81.3	A
USGS	01622000	2017-09-21	81.8	A
USGS	01622000	2017-09-22	80.9	A
USGS	01622000	2017-09-23	79.6	A
USGS	01622000	2017-09-24	78.3	A
USGS	01622000	2017-09-25	82.7	A
USGS	01622000	2017-09-26	84.0	A
USGS	01622000	2017-09-27	83.5	A
USGS	01622000	2017-09-28	82.3	A
USGS	01622000	2017-09-29	81.8	A
USGS	01622000	2017-09-30	79.0	A
USGS	01622000	2017-10-01	78.0	A
USGS	01622000	2017-10-02	85.7	A
USGS	01622000	2017-10-03	85.3	A
USGS	01622000	2017-10-04	85.3	A
USGS	01622000	2017-10-05	85.8	A
USGS	01622000	2017-10-06	87.6	A
USGS	01622000	2017-10-07	87.3	A
USGS	01622000	2017-10-08	88.5	A
USGS	01622000	2017-10-09	138	A
USGS	01622000	2017-10-10	109	A
USGS	01622000	2017-10-11	122	A
USGS	01622000	2017-10-12	115	A
USGS	01622000	2017-10-13	95.8	A
USGS	01622000	2017-10-14	87.5	A
USGS	01622000	2017-10-15	85.8	A
USGS	01622000	2017-10-16	82.7	A
USGS	01622000	2017-10-17	79.9	A
USGS	01622000	2017-10-18	79.9	A
USGS	01622000	2017-10-19	79.1	A
USGS	01622000	2017-10-20	77.6	A
USGS	01622000	2017-10-21	75.4	A
USGS	01622000	2017-10-22	74.0	A
USGS	01622000	2017-10-23	76.7	A
USGS	01622000	2017-10-24	119	A
USGS	01622000	2017-10-25	84.2	A
USGS	01622000	2017-10-26	80.2	A
USGS	01622000	2017-10-27	79.1	A
USGS	01622000	2017-10-28	79.4	A
USGS	01622000	2017-10-29	179	A
USGS	01622000	2017-10-30	193	A
USGS	01622000	2017-10-31	131	A
USGS	01622000	2017-11-01	129	A
USGS	01622000	2017-11-02	125	A
USGS	01622000	2017-11-03	118	A
USGS	01622000	2017-11-04	115	A
USGS	01622000	2017-11-05	117	A
USGS	01622000	2017-11-06	110	A
USGS	01622000	2017-11-07	121	A
USGS	01622000	2017-11-08	128	A
USGS	01622000	2017-11-09	117	A
USGS	01622000	2017-11-10	116	A
USGS	01622000	2017-11-11	109	A
USGS	01622000	2017-11-12	106	A
USGS	01622000	2017-11-13	109	A
USGS	01622000	2017-11-14	107	A
USGS	01622000	2017-11-15	108	A
USGS	01622000	2017-11-16	106	A
USGS	01622000	2017-11-17	104	A
USGS	01622000	2017-11-18	104	A
USGS	01622000	2017-11-19	100	A
USGS	01622000	2017-11-20	101	A
USGS	01622000	2017-11-21	98.8	A
USGS	01622000	2017-11-22	98.4	A
USGS	01622000	2017-11-23	94.1	A
USGS	01622000	2017-11-24	91.7	A
USGS	01622000	2017-11-25	91.4	A
USGS	01622000	2017-11-26	89.2	A
USGS	01622000	2017-11-27	89.2	A
USGS	01622000	2017-11-28	87.4	A
USGS	01622000	2017-11-29	86.4	A
USGS	01622000	2017-11-30	84.8	A
USGS	01622000	2017-12-01	85.0	A
USGS	01622000	2017-12-02	84.1	A
USGS	01622000	2017-12-03	82.6	A
USGS	01622000	2017-12-04	82.9	A
USGS	01622000	2017-12-05	83.5	A
USGS	01622000	2017-12-06	85.7	A
USGS	01622000	2017-12-07	83.6	A
USGS	01622000	2017-12-08	83.6	A
USGS	01622000	2017-12-09	82.0	A
USGS	01622000	2017-12-10	83.4	A
USGS	01622000	2017-12-11	81.7	A
USGS	01622000	2017-12-12	83.5	A
USGS	01622000	2017-12-13	80.4	A
USGS	01622000	2017-12-14	79.6	A
USGS	01622000	2017-12-15	77.8	A
USGS	01622000	2017-12-16	75.7	A
USGS	01622000	2017-12-17	71.8	A
USGS	01622000	2017-12-18	76.0	A
USGS	01622000	2017-12-19	76.5	A
USGS	01622000	2017-12-20	74.5	A
USGS	01622000	2017-12-21	71.6	A
USGS	01622000	2017-12-22	72.5	A
USGS	01622000	2017-12-23	72.2	A
USGS	01622000	2017-12-24	71.9	A
USGS	01622000	2017-12-25	70.2	A
USGS	01622000	2017-12-26	68.1	A
USGS	01622000	2017-12-27	69.9	A
USGS	01622000	2017-12-28	68.0	A
USGS	01622000	2017-12-29	68.5	A
USGS	01622000	2017-12-30	69.5	A
USGS	01622000	2017-12-31	64.6	A
USGS	01622000	2018-01-01	63.7	A
USGS	01622000	2018-01-02	59.9	A
USGS	01622000	2018-01-03	61.4	A
USGS	01622000	2018-01-04	60.3	A
USGS	01622000	2018-01-05	55.7	A
USGS	01622000	2018-01-06	54.9	A
USGS	01622000	2018-01-07	52.9	A
USGS	01622000	2018-01-08	58.7	A
USGS	01622000	2018-01-09	59.8	A
USGS	01622000	2018-01-10	59.6	A
USGS	01622000	2018-01-11	63.0	A
USGS	01622000	2018-01-12	68.2	A
USGS	01622000	2018-01-13	99.0	A
USGS	01622000	2018-01-14	98.4	A
USGS	01622000	2018-01-15	146	A
USGS	01622000	2018-01-16	145	A
USGS	01622000	2018-01-17	132	A
USGS	01622000	2018-01-18	120	A
USGS	01622000	2018-01-19	116	A
USGS	01622000	2018-01-20	113	A
USGS	01622000	2018-01-21	107	A
USGS	01622000	2018-01-22	108	A
USGS	01622000	2018-01-23	150	A
USGS	01622000	2018-01-24	139	A
USGS	01622000	2018-01-25	126	A
USGS	01622000	2018-01-26	120	A
USGS	01622000	2018-01-27	116	A
USGS	01622000	2018-01-28	116	A
USGS	01622000	2018-01-29	122	A
USGS	01622000	2018-01-30	119	A
USGS	01622000	2018-01-31	116	A
USGS	01622000	2018-02-01	114	A
USGS	01622000	2018-02-02	114	A
USGS	01622000	2018-02-03	111	A
USGS	01622000	2018-02-04	150	A
USGS	01622000	2018-02-05	187	A
USGS	01622000	2018-02-06	193	A
USGS	01622000	2018-02-07	338	A
USGS	01622000	2018-02-08	726	A
USGS	01622000	2018-02-09	706	A
USGS	01622000	2018-02-10	584	A
USGS	01622000	2018-02-11	566	A
USGS	01622000	2018-02-12	753	A
USGS	01622000	2018-02-13	723	A
USGS	01622000	2018-02-14	622	A
USGS	01622000	2018-02-15	535	A
USGS	01622000	2018-02-16	457	A
USGS	01622000	2018-02-17	396	A
USGS	01622000	2018-02-18	369	A
USGS	01622000	2018-02-19	352	A
USGS	01622000	2018-02-20	376	A
USGS	01622000	2018-02-21	407	A
USGS	01622000	2018-02-22	445	A
USGS	01622000	2018-02-23	431	A
USGS	01622000	2018-02-24	423	A
USGS	01622000	2018-02-25	587	A
USGS	01622000	2018-02-26	773	A
USGS	01622000	2018-02-27	754	A
USGS	01622000	2018-02-28	673	A
USGS	01622000	2018-03-01	594	A
USGS	01622000	2018-03-02	524	A
USGS	01622000	2018-03-03	449	A
USGS	01622000	2018-03-04	400	A
USGS	01622000	2018-03-05	366	A
USGS	01622000	2018-03-06	339	A
USGS	01622000	2018-03-07	319	A
USGS	01622000	2018-03-08	292	A
USGS	01622000	2018-03-09	265	A
USGS	01622000	2018-03-10	244	A
USGS	01622000	2018-03-11	226	A
USGS	01622000	2018-03-12	222	A
USGS	01622000	2018-03-13	216	A
USGS	01622000	2018-03-14	198	A
USGS	01622000	2018-03-15	187	A
USGS	01622000	2018-03-16	179	A
USGS	01622000	2018-03-17	171	A
USGS	01622000	2018-03-18	167	A
USGS	01622000	2018-03-19	164	A
USGS	01622000	2018-03-20	219	A
USGS	01622000	2018-03-21	286	A
USGS	01622000	2018-03-22	347	A
USGS	01622000	2018-03-23	382	A
USGS	01622000	2018-03-24	417	A
USGS	01622000	2018-03-25	447	A
USGS	01622000	2018-03-26	448	A
USGS	01622000	2018-03-27	470	A
USGS	01622000	2018-03-28	532	A
USGS	01622000	2018-03-29	720	A
USGS	01622000	2018-03-30	920	A
USGS	01622000	2018-03-31	820	A
USGS	01622000	2018-04-01	680	A
USGS	01622000	2018-04-02	601	A
USGS	01622000	2018-04-03	538	A
USGS	01622000	2018-04-04	491	A
USGS	01622000	2018-04-05	453	A
USGS	01622000	2018-04-06	425	A
USGS	01622000	2018-04-07	401	A
USGS	01622000	2018-04-08	377	A
USGS	01622000	2018-04-09	345	A
USGS	01622000	2018-04-10	318	A
USGS	01622000	2018-04-11	292	A
USGS	01622000	2018-04-12	266	A
USGS	01622000	2018-04-13	248	A
USGS	01622000	2018-04-14	229	A
USGS	01622000	2018-04-15	242	A
USGS	01622000	2018-04-16	3920	A
USGS	01622000	2018-04-17	3440	A
USGS	01622000	2018-04-18	2360	A
USGS	01622000	2018-04-19	1490	A
USGS	01622000	2018-04-20	1080	A
USGS	01622000	2018-04-21	794	A
USGS	01622000	2018-04-22	613	A
USGS	01622000	2018-04-23	507	A
USGS	01622000	2018-04-24	507	A
USGS	01622000	2018-04-25	1200	A
USGS	01622000	2018-04-26	1520	A
USGS	01622000	2018-04-27	1330	A
USGS	01622000	2018-04-28	1070	A
USGS	01622000	2018-04-29	850	A
USGS	01622000	2018-04-30	693	A
USGS	01622000	2018-05-01	584	A
USGS	01622000	2018-05-02	505	A
USGS	01622000	2018-05-03	442	A
USGS	01622000	2018-05-04	395	A
USGS	01622000	2018-05-05	361	A
USGS	01622000	2018-05-06	410	A
USGS	01622000	2018-05-07	400	A
USGS	01622000	2018-05-08	387	A
USGS	01622000	2018-05-09	388	A
USGS	01622000	2018-05-10	396	A
USGS	01622000	2018-05-11	395	A
USGS	01622000	2018-05-12	359	A
USGS	01622000	2018-05-13	323	A
USGS	01622000	2018-05-14	324	A
USGS	01622000	2018-05-15	355	A
USGS	01622000	2018-05-16	407	A
USGS	01622000	2018-05-17	714	A
USGS	01622000	2018-05-18	1550	A
USGS	01622000	2018-05-19	2850	A
USGS	01622000	2018-05-20	2660	A
USGS	01622000	2018-05-21	1820	A
USGS	01622000	2018-05-22	2120	A
USGS	01622000	2018-05-23	1690	A
USGS	01622000	2018-05-24	1280	A
USGS	01622000	2018-05-25	978	A
USGS	01622000	2018-05-26	754	A
USGS	01622000	2018-05-27	1720	A
USGS	01622000	2018-05-28	1890	A
USGS	01622000	2018-05-29	1280	A
USGS	01622000	2018-05-30	937	A
USGS	01622000	2018-05-31	2580	A
USGS	01622000	2018-06-01	3850	A
USGS	01622000	2018-06-02	5370	A
USGS	01622000	2018-06-03	7460	A
USGS	01622000	2018-06-04	4150	A
USGS	01622000	2018-06-05	2800	A
USGS	01622000	2018-06-06	2060	A
USGS	01622000	2018-06-07	1480	A
USGS	01622000	2018-06-08	1120	A
USGS	01622000	2018-06-09	869	A
USGS	01622000	2018-06-10	1180	A
USGS	01622000	2018-06-11	2770	A
USGS	01622000	2018-06-12	2760	A
USGS	01622000	2018-06-13	2100	A
USGS	01622000	2018-06-14	1620	A
USGS	01622000	2018-06-15	1250	A
USGS	01622000	2018-06-16	958	A
USGS	01622000	2018-06-17	760	A
USGS	01622000	2018-06-18	638	A
